Missing_Rule,MF RMSE,Ridge RMSE,MEAN RMSE,MIWAE RMSE
Q1_complete,0.098099671350321,0.08837870100150383,0.11033486152969726,0.570163380466749
Q1_partial,0.07276537886187272,0.06454727286321023,0.09637995951784822,0.5674734283110232
Q2_complete,0.06695875389666282,0.05742423541601714,0.06054926559649346,0.585650031923889
Q2_partial,0.05442080998115693,0.044113118545205963,0.05183767782655238,0.5689537231139905
Q3_complete,0.05957351515593136,0.05506979403724781,0.026546982988223,0.6274714720743474
Q3_partial,0.03917879482412212,0.045427912434102935,0.024960822758554754,0.6277739666117053
Q4_complete,0.13945733068212016,0.13910657607617144,0.16540955442711955,0.671989284598998
Q4_partial,0.07862852319901771,0.10170858253756482,0.14280625845543843,0.6700416058847061
Q1_Q2_complete,0.1269637068055712,0.12753254679543008,0.1260745469808716,0.583122262390947
Q1_Q2_partial,0.07254997233439389,0.06646891942903782,0.08498258797367474,0.5857472274606007
Q1_Q3_complete,0.08805432860480715,0.08096237372781717,0.08844108380996483,0.6001358660765768
Q1_Q3_partial,0.0646183919704868,0.06135634498634464,0.06966092852875586,0.5955107912336525
Q1_Q4_complete,0.11092079103353805,0.10918206091169057,0.11234600850443104,0.6223175394918405
Q1_Q4_partial,0.08240826219948384,0.08515111844075736,0.10898913664239968,0.6261626182453303
Q2_Q3_complete,0.09218783899388777,0.06014137920619534,0.0489293579361792,0.6086417099478594
Q2_Q3_partial,0.056950479513192966,0.05282862907887916,0.04021943716123142,0.59762973173671
Q2_Q4_complete,0.09622273074756875,0.10267546789182024,0.11206931308022093,0.6264340164437662
Q2_Q4_partial,0.06998616396363043,0.08207886224499188,0.09900252780352116,0.613934032243218
Q3_Q4_complete,0.13065247965651036,0.14057513452253387,0.1420650057277316,0.6523745360020988
Q3_Q4_partial,0.06516194795913786,0.08769503387595527,0.1074783181269403,0.6506873652583719
